"Donate ID","Donate Date","Gender","Deposit Amount","Preferred Color of Device","Ice Cream Products Consumed Per Week","Favorite Flavor Of Ice Cream","Donated To Kick Starter Before","Household Income","Do you own a Keurig","How many desserts do you eat a week","Purchased"
8350,2019-07-07,"male",370,"silver",5,"vanilla","yes",">100K","yes",5,1
8351,2019-07-07,"female",215,"no preference",5,"vanilla","no","<100K","yes",5,0
8352,2019-07-07,"female",261,"black",10,"specialty","yes","<100K","yes",10,1
8353,2019-07-07,"female",218,"black",7,"no preference","yes","<100K","no",7,1
8354,2019-07-07,"female",373,"black",7,"swirl","yes","<100K","yes",7,1
8355,2019-07-07,"female",267,"black",7,"no preference","no","<100K","yes",7,1
8356,2019-07-07,"male",170,"blue",4,"no preference","yes","Not Reported","no",6,0
8357,2019-07-07,"female",379,"red",0,"no preference","yes","<100K","yes",7,1
8358,2019-07-07,"female",148,"no preference",2,"specialty","yes","<100K","yes",6,0
8359,2019-07-07,"female",124,"black",0,"swirl","yes","<100K","no",8,1
8360,2019-07-07,"male",222,"red",8,"chocolate","yes",">100K","yes",8,1
8361,2019-07-07,"male",336,"blue",1,"no preference","yes","Not Reported","yes",4,1
8362,2019-07-07,"female",377,"no preference",3,"swirl","yes","<100K","yes",3,0
8363,2019-07-07,"male",119,"silver",10,"swirl","no","Not Reported","yes",10,1
8364,2019-07-07,"female",391,"black",4,"swirl","yes","<100K","yes",7,1
8365,2019-07-07,"female",274,"no preference",7,"vanilla","no","<100K","yes",7,0
8366,2019-07-07,"male",301,"black",8,"vanilla","yes","Not Reported","yes",8,1
8367,2019-07-07,"female",171,"red",10,"vanilla","yes","<100K","yes",10,1
8368,2019-07-07,"male",237,"no preference",7,"swirl","no","Not Reported","yes",7,0
8369,2019-07-07,"male",398,"blue",9,"vanilla","yes",">100K","yes",9,1
8370,2019-07-07,"female",172,"blue",10,"chocolate","no","<100K","yes",10,1
8371,2019-07-07,"female",346,"blue",2,"no preference","yes","<100K","yes",2,1
8372,2019-07-07,"male",396,"red",1,"specialty","no","Not Reported","yes",8,1
8373,2019-07-07,"female",390,"blue",7,"vanilla","yes","<100K","yes",7,1
8374,2019-07-07,"male",254,"blue",2,"swirl","no","Not Reported","yes",5,1
8375,2019-07-07,"female",147,"silver",1,"specialty","yes","<100K","no",6,0
8376,2019-07-07,"female",223,"red",0,"chocolate","yes","<100K","yes",2,1
8377,2019-07-07,"female",191,"black",3,"chocolate","yes","<100K","yes",3,1
8378,2019-07-07,"male",163,"blue",0,"no preference","yes",">100K","yes",0,0
8379,2019-07-07,"female",287,"red",8,"specialty","yes","<100K","yes",8,1
8380,2019-07-07,"female",371,"silver",7,"vanilla","yes","<100K","no",8,1
8381,2019-07-07,"female",120,"black",4,"vanilla","yes","<100K","no",8,1
8382,2019-07-07,"male",310,"blue",2,"no preference","yes","Not Reported","yes",5,1
8383,2019-07-07,"male",341,"black",6,"chocolate","no","Not Reported","yes",6,1
8384,2019-07-07,"female",305,"blue",3,"swirl","yes","<100K","no",5,1
8385,2019-07-07,"male",178,"red",10,"swirl","yes","Not Reported","yes",10,1
8386,2019-07-07,"female",381,"silver",10,"vanilla","yes","<100K","yes",10,1
8387,2019-07-07,"female",253,"blue",10,"no preference","yes","<100K","yes",10,1
8388,2019-07-07,"male",295,"blue",5,"no preference","yes",">100K","yes",5,1
8389,2019-07-07,"female",287,"red",9,"chocolate","yes","<100K","yes",9,1
8390,2019-07-07,"female",363,"black",1,"no preference","yes","<100K","no",7,1
8391,2019-07-07,"male",154,"no preference",6,"swirl","yes","Not Reported","no",6,0
8392,2019-07-07,"female",368,"no preference",1,"vanilla","no","<100K","yes",5,0
8393,2019-07-07,"female",388,"no preference",9,"vanilla","yes","<100K","yes",9,0
8394,2019-07-07,"female",168,"red",0,"no preference","yes","<100K","yes",8,0
8395,2019-07-07,"female",294,"silver",3,"no preference","no","<100K","yes",4,1
8396,2019-07-07,"female",338,"blue",5,"specialty","yes","<100K","no",7,1
8397,2019-07-07,"male",195,"no preference",10,"no preference","no","Not Reported","yes",10,0
8398,2019-07-07,"male",365,"red",1,"no preference","no","Not Reported","yes",7,1
8399,2019-07-07,"female",215,"black",1,"no preference","yes","<100K","no",7,1
8400,2019-07-07,"female",203,"silver",8,"swirl","no","<100K","yes",8,1
8401,2019-07-07,"male",313,"red",6,"no preference","yes","Not Reported","no",6,1
8402,2019-07-07,"female",204,"blue",5,"swirl","yes","<100K","yes",8,1
8403,2019-07-07,"male",173,"black",9,"chocolate","yes",">100K","yes",9,1
8404,2019-07-07,"female",135,"no preference",5,"vanilla","yes","<100K","no",5,0
8405,2019-07-07,"female",269,"black",2,"specialty","yes","<100K","yes",8,1
8406,2019-07-07,"female",258,"white",8,"specialty","yes","<100K","no",8,1
8407,2019-07-07,"female",222,"black",5,"swirl","yes","<100K","no",6,1
8408,2019-07-07,"male",163,"no preference",0,"vanilla","no","Not Reported","yes",7,0
8409,2019-07-07,"female",279,"white",9,"no preference","yes","<100K","yes",9,1
8410,2019-07-07,"female",382,"no preference",7,"no preference","no","<100K","yes",7,0
8411,2019-07-07,"female",268,"no preference",8,"vanilla","yes","<100K","no",8,0
8412,2019-07-07,"male",161,"black",2,"vanilla","no","Not Reported","yes",6,1
8413,2019-07-07,"female",155,"red",0,"chocolate","yes","<100K","no",7,1
8414,2019-07-07,"female",251,"red",2,"vanilla","yes","<100K","yes",3,1
8415,2019-07-07,"male",246,"blue",4,"chocolate","yes","Not Reported","yes",6,1
8416,2019-07-07,"female",278,"white",0,"swirl","yes","<100K","no",6,1
8417,2019-07-07,"female",132,"blue",9,"swirl","no","<100K","yes",9,1
8418,2019-07-07,"male",311,"silver",0,"chocolate","yes",">100K","yes",2,1
8419,2019-07-07,"male",281,"blue",7,"specialty","yes","Not Reported","yes",7,1
8420,2019-07-07,"female",109,"silver",1,"swirl","no","<100K","yes",5,0
8421,2019-07-07,"female",326,"black",6,"no preference","no","<100K","yes",7,1
8422,2019-07-07,"female",156,"white",5,"specialty","yes","<100K","yes",5,1
8423,2019-07-07,"male",116,"red",8,"swirl","yes","Not Reported","yes",8,1
8424,2019-07-07,"female",215,"blue",5,"specialty","no","<100K","yes",7,1
8425,2019-07-07,"female",245,"red",1,"specialty","yes","<100K","yes",2,1
8426,2019-07-07,"male",282,"blue",4,"vanilla","no","Not Reported","yes",8,1
8427,2019-07-07,"female",252,"black",2,"swirl","yes","<100K","yes",8,1
8428,2019-07-07,"female",173,"black",2,"no preference","yes","<100K","yes",5,0
8429,2019-07-07,"female",123,"black",10,"swirl","no","<100K","yes",10,1
8430,2019-07-07,"female",165,"red",2,"no preference","yes","<100K","yes",2,0
8431,2019-07-07,"male",250,"silver",8,"specialty","no","Not Reported","yes",8,1
8432,2019-07-07,"female",278,"blue",2,"vanilla","no","<100K","yes",5,1
8433,2019-07-07,"female",395,"red",5,"swirl","yes","<100K","yes",5,1
8434,2019-07-07,"male",163,"red",10,"swirl","no","Not Reported","yes",10,1
8435,2019-07-07,"male",224,"silver",6,"swirl","yes",">100K","yes",6,1
8436,2019-07-07,"male",209,"white",5,"swirl","yes","Not Reported","yes",7,1
8437,2019-07-07,"male",157,"silver",5,"swirl","yes","Not Reported","no",5,1
8438,2019-07-07,"female",326,"no preference",4,"vanilla","yes","<100K","yes",4,0
8439,2019-07-07,"female",179,"no preference",8,"swirl","yes","<100K","yes",8,0
8440,2019-07-07,"male",359,"silver",5,"chocolate","yes","Not Reported","yes",7,1
8441,2019-07-07,"male",224,"silver",9,"vanilla","yes",">100K","yes",9,1
8442,2019-07-07,"female",385,"red",4,"swirl","yes","<100K","yes",8,1
8443,2019-07-07,"male",323,"white",6,"specialty","yes",">100K","yes",6,1
8444,2019-07-07,"female",150,"black",5,"no preference","yes","<100K","yes",6,0
8445,2019-07-07,"male",104,"blue",0,"no preference","no","Not Reported","yes",5,0
8446,2019-07-07,"female",240,"black",9,"chocolate","yes","<100K","yes",9,1
8447,2019-07-07,"female",319,"black",3,"specialty","yes","<100K","yes",3,1
8448,2019-07-07,"female",259,"black",5,"swirl","yes","<100K","yes",5,1
8449,2019-07-07,"male",332,"silver",9,"vanilla","yes","Not Reported","yes",9,1
8450,2019-07-07,"female",103,"red",10,"specialty","yes","<100K","yes",10,1
8451,2019-07-07,"female",272,"white",4,"vanilla","yes","<100K","yes",4,1
8452,2019-07-07,"female",342,"black",4,"specialty","yes","<100K","yes",4,1
8453,2019-07-07,"female",100,"silver",6,"no preference","yes","<100K","no",6,0
8454,2019-07-07,"male",203,"red",10,"chocolate","yes","Not Reported","yes",10,1
8455,2019-07-07,"female",269,"red",2,"vanilla","no","<100K","yes",5,1
8456,2019-07-07,"male",184,"black",0,"specialty","yes","Not Reported","no",7,0
8457,2019-07-07,"male",177,"silver",7,"chocolate","yes","Not Reported","yes",7,1
8458,2019-07-07,"female",120,"blue",10,"no preference","yes","<100K","yes",10,1
8459,2019-07-07,"female",306,"blue",4,"swirl","yes","<100K","no",7,1
8460,2019-07-07,"female",238,"red",0,"specialty","no","<100K","yes",6,1
8461,2019-07-07,"female",370,"red",9,"vanilla","yes","<100K","yes",9,1
8462,2019-07-07,"female",291,"blue",9,"swirl","yes","<100K","no",9,1
8463,2019-07-07,"male",324,"no preference",4,"no preference","yes",">100K","yes",4,1
8464,2019-07-07,"male",226,"no preference",4,"chocolate","yes","Not Reported","yes",5,0
8465,2019-07-07,"female",210,"black",9,"chocolate","no","<100K","yes",9,1
8466,2019-07-07,"female",146,"white",4,"swirl","yes","<100K","yes",5,0
8467,2019-07-07,"female",194,"red",1,"no preference","yes","<100K","yes",3,0
8468,2019-07-07,"female",141,"black",2,"swirl","yes","<100K","yes",2,0
8469,2019-07-07,"male",305,"red",9,"swirl","no","Not Reported","yes",9,1
8470,2019-07-07,"female",366,"red",2,"vanilla","yes","<100K","yes",2,1
8471,2019-07-07,"male",385,"no preference",1,"chocolate","no","Not Reported","yes",8,0
8472,2019-07-07,"female",201,"red",0,"no preference","yes","<100K","yes",2,1
8473,2019-07-07,"male",137,"no preference",0,"swirl","no","Not Reported","yes",4,0
8474,2019-07-07,"female",377,"blue",1,"specialty","yes","<100K","yes",2,1
8475,2019-07-07,"female",111,"black",8,"no preference","yes","<100K","no",8,1
8476,2019-07-07,"female",191,"blue",1,"specialty","yes","<100K","yes",2,0
8477,2019-07-07,"male",366,"no preference",3,"specialty","yes","Not Reported","no",4,0
8478,2019-07-07,"female",202,"black",6,"no preference","yes","<100K","yes",7,1
8479,2019-07-07,"female",387,"blue",6,"chocolate","no","<100K","yes",6,1
8480,2019-07-07,"female",277,"red",6,"swirl","yes","<100K","yes",6,1
8481,2019-07-07,"female",224,"red",2,"vanilla","no","<100K","yes",8,1
8482,2019-07-07,"male",372,"white",2,"vanilla","yes","Not Reported","no",6,1
8483,2019-07-07,"female",170,"no preference",0,"no preference","yes","<100K","yes",3,0
8484,2019-07-07,"female",202,"no preference",2,"chocolate","yes","<100K","no",7,0
8485,2019-07-07,"female",107,"white",9,"no preference","yes","<100K","no",9,1
8486,2019-07-07,"female",285,"silver",6,"no preference","yes","<100K","yes",6,1
8487,2019-07-07,"male",182,"silver",0,"chocolate","yes",">100K","yes",1,1
8488,2019-07-07,"female",201,"blue",2,"swirl","yes","<100K","yes",8,1
8489,2019-07-07,"male",181,"black",9,"swirl","yes",">100K","yes",9,1
8490,2019-07-07,"female",271,"blue",2,"no preference","no","<100K","yes",4,1
8491,2019-07-07,"female",246,"no preference",1,"specialty","yes","<100K","yes",1,0
8492,2019-07-07,"female",303,"black",8,"specialty","yes","<100K","no",8,1
8493,2019-07-07,"male",164,"silver",0,"chocolate","yes","Not Reported","yes",7,1
8494,2019-07-07,"female",110,"blue",9,"specialty","yes","<100K","yes",9,1
8495,2019-07-07,"female",381,"silver",8,"swirl","yes","<100K","no",8,1
8496,2019-07-07,"female",209,"white",8,"vanilla","yes","<100K","yes",8,1
8497,2019-07-07,"male",136,"black",5,"vanilla","yes",">100K","yes",5,1
8498,2019-07-07,"female",134,"blue",1,"no preference","no","<100K","yes",5,0
8499,2019-07-07,"female",131,"no preference",3,"no preference","yes","<100K","yes",8,0
8500,2019-07-07,"female",354,"white",1,"no preference","yes","<100K","yes",5,1
8501,2019-07-07,"female",355,"no preference",4,"specialty","yes","<100K","no",4,0
8502,2019-07-07,"female",111,"silver",0,"chocolate","yes","<100K","yes",8,1
8503,2019-07-07,"female",175,"white",9,"no preference","yes","<100K","yes",9,1
8504,2019-07-07,"female",354,"red",9,"vanilla","yes","<100K","yes",9,1
8505,2019-07-07,"female",338,"blue",6,"swirl","yes","<100K","yes",6,1
8506,2019-07-07,"male",282,"blue",1,"vanilla","yes",">100K","yes",2,1
8507,2019-07-07,"male",249,"red",3,"specialty","yes","Not Reported","yes",8,1
8508,2019-07-07,"female",153,"blue",5,"specialty","yes","<100K","yes",5,0
8509,2019-07-07,"female",252,"white",3,"vanilla","yes","<100K","yes",3,1
8510,2019-07-07,"male",217,"blue",2,"vanilla","no","Not Reported","yes",7,1
8511,2019-07-07,"female",164,"black",6,"vanilla","yes","<100K","yes",6,1
8512,2019-07-07,"female",210,"silver",10,"specialty","yes","<100K","yes",10,1
8513,2019-07-07,"female",320,"no preference",7,"chocolate","yes","<100K","yes",7,0
8514,2019-07-07,"female",172,"blue",3,"no preference","yes","<100K","no",8,0
8515,2019-07-07,"female",145,"silver",1,"chocolate","yes","<100K","yes",8,1
8516,2019-07-07,"female",294,"red",8,"specialty","no","<100K","yes",8,1
8517,2019-07-07,"female",184,"white",0,"vanilla","yes","<100K","yes",2,0
8518,2019-07-07,"female",350,"white",8,"specialty","yes","<100K","yes",8,1
8519,2019-07-07,"male",170,"blue",1,"specialty","yes","Not Reported","yes",5,0
8520,2019-07-07,"female",143,"silver",1,"specialty","yes","<100K","no",4,0
8521,2019-07-07,"male",182,"silver",7,"specialty","yes","Not Reported","yes",7,0
8522,2019-07-07,"female",215,"blue",8,"chocolate","yes","<100K","yes",8,1
8523,2019-07-07,"female",321,"silver",3,"chocolate","yes","<100K","yes",8,1
8524,2019-07-07,"female",311,"silver",7,"vanilla","yes","<100K","yes",7,1
8525,2019-07-07,"female",239,"red",7,"no preference","yes","<100K","yes",7,1
8526,2019-07-07,"female",347,"no preference",10,"specialty","yes","<100K","no",10,0
8527,2019-07-07,"female",224,"no preference",4,"no preference","yes","<100K","no",7,0
8528,2019-07-07,"female",227,"blue",1,"chocolate","yes","<100K","no",4,1
8529,2019-07-07,"female",248,"red",1,"swirl","yes","<100K","yes",8,1
8530,2019-07-07,"female",233,"black",4,"swirl","yes","<100K","no",8,1
8531,2019-07-07,"male",388,"silver",4,"chocolate","yes","Not Reported","yes",7,1
8532,2019-07-07,"male",100,"silver",10,"no preference","yes",">100K","yes",10,1
8533,2019-07-07,"female",183,"blue",4,"specialty","yes","<100K","yes",5,1
8534,2019-07-07,"male",191,"white",1,"specialty","yes","Not Reported","no",6,0
8535,2019-07-07,"male",333,"no preference",7,"vanilla","no","Not Reported","yes",7,0
8536,2019-07-07,"female",388,"no preference",2,"vanilla","yes","<100K","yes",6,0
8537,2019-07-07,"male",137,"no preference",1,"vanilla","yes",">100K","yes",2,1
8538,2019-07-07,"male",199,"red",9,"no preference","yes","Not Reported","no",9,1
8539,2019-07-07,"female",262,"silver",3,"swirl","yes","<100K","no",4,1
8540,2019-07-07,"female",361,"blue",0,"no preference","yes","<100K","yes",4,1
8541,2019-07-07,"female",274,"silver",10,"chocolate","yes","<100K","yes",10,1
8542,2019-07-07,"male",100,"silver",4,"specialty","no","Not Reported","yes",6,1
8543,2019-07-07,"male",234,"no preference",9,"specialty","yes","Not Reported","no",9,0
8544,2019-07-07,"female",265,"no preference",3,"swirl","yes","<100K","yes",5,0
8545,2019-07-07,"male",392,"black",6,"vanilla","yes",">100K","yes",6,1
8546,2019-07-07,"female",400,"red",2,"specialty","yes","<100K","no",6,1
8547,2019-07-07,"male",110,"no preference",2,"no preference","yes","Not Reported","no",5,0
8548,2019-07-07,"female",377,"blue",4,"specialty","yes","<100K","yes",6,1
8549,2019-07-07,"female",277,"white",3,"no preference","yes","<100K","yes",3,1
8550,2019-07-07,"female",175,"no preference",5,"no preference","yes","<100K","yes",7,0
8551,2019-07-07,"female",383,"red",9,"vanilla","no","<100K","yes",9,1
8552,2019-07-07,"female",124,"blue",9,"no preference","yes","<100K","no",9,1
8553,2019-07-07,"female",123,"blue",4,"chocolate","yes","<100K","yes",4,1
8554,2019-07-07,"female",139,"white",2,"swirl","yes","<100K","yes",8,1
8555,2019-07-07,"male",337,"red",0,"swirl","yes","Not Reported","no",7,1
8556,2019-07-07,"male",221,"no preference",1,"vanilla","yes",">100K","yes",1,1
8557,2019-07-07,"female",365,"silver",5,"vanilla","no","<100K","yes",5,1
8558,2019-07-07,"female",133,"red",9,"swirl","yes","<100K","yes",9,1
8559,2019-07-07,"female",101,"white",9,"no preference","yes","<100K","no",9,1
8560,2019-07-07,"female",162,"black",8,"specialty","yes","<100K","yes",8,1
8561,2019-07-07,"female",357,"red",2,"vanilla","yes","<100K","yes",2,1
8562,2019-07-07,"male",105,"white",0,"specialty","no","Not Reported","yes",4,1
8563,2019-07-07,"male",310,"black",3,"specialty","yes",">100K","yes",3,1
8564,2019-07-07,"male",207,"blue",7,"vanilla","no","Not Reported","yes",8,1
8565,2019-07-07,"female",204,"silver",4,"swirl","no","<100K","yes",4,1
8566,2019-07-07,"male",368,"black",3,"swirl","yes","Not Reported","no",7,1
8567,2019-07-07,"female",193,"blue",9,"vanilla","yes","<100K","no",9,1
8568,2019-07-07,"male",115,"no preference",5,"swirl","no","Not Reported","yes",6,0
8569,2019-07-07,"male",216,"blue",5,"chocolate","yes","Not Reported","yes",7,1
8570,2019-07-07,"male",200,"blue",10,"vanilla","yes",">100K","yes",10,1
8571,2019-07-07,"female",188,"white",5,"no preference","yes","<100K","yes",5,0
8572,2019-07-07,"female",392,"silver",10,"vanilla","yes","<100K","yes",10,1
8573,2019-07-07,"male",312,"black",3,"specialty","yes",">100K","yes",3,1
8574,2019-07-07,"female",158,"red",9,"specialty","yes","<100K","yes",9,1
8575,2019-07-07,"female",341,"red",9,"chocolate","no","<100K","yes",9,1
8576,2019-07-07,"female",323,"no preference",0,"specialty","no","<100K","yes",7,0
8577,2019-07-07,"female",223,"red",6,"swirl","yes","<100K","yes",6,1
8578,2019-07-07,"female",124,"silver",1,"vanilla","yes","<100K","yes",3,0
8579,2019-07-07,"male",265,"white",1,"vanilla","yes",">100K","yes",3,1
8580,2019-07-07,"female",317,"silver",9,"chocolate","no","<100K","yes",9,1
8581,2019-07-07,"male",320,"red",3,"swirl","yes","Not Reported","yes",7,1
8582,2019-07-07,"female",395,"red",9,"swirl","yes","<100K","yes",9,1
8583,2019-07-07,"male",338,"white",9,"chocolate","yes","Not Reported","yes",9,1
8584,2019-07-07,"male",140,"blue",9,"vanilla","yes","Not Reported","yes",9,1
8585,2019-07-07,"male",146,"black",6,"no preference","yes",">100K","yes",6,0
8586,2019-07-07,"female",209,"no preference",4,"vanilla","yes","<100K","yes",4,0
8587,2019-07-07,"female",204,"silver",5,"chocolate","yes","<100K","no",7,1
8588,2019-07-07,"female",188,"blue",6,"vanilla","yes","<100K","yes",6,0
8589,2019-07-07,"female",214,"black",0,"specialty","yes","<100K","yes",3,1
8590,2019-07-07,"female",119,"no preference",6,"no preference","no","<100K","yes",6,0
8591,2019-07-07,"female",247,"no preference",10,"swirl","no","<100K","yes",10,0
8592,2019-07-07,"female",379,"white",0,"no preference","yes","<100K","yes",1,1
8593,2019-07-07,"female",126,"silver",6,"chocolate","yes","<100K","yes",6,1
8594,2019-07-07,"female",238,"blue",9,"no preference","yes","<100K","yes",9,1
8595,2019-07-07,"female",137,"silver",3,"swirl","yes","<100K","no",6,0
8596,2019-07-07,"male",321,"black",6,"specialty","yes",">100K","yes",6,1
8597,2019-07-07,"male",223,"black",0,"no preference","yes","Not Reported","no",4,1
8598,2019-07-07,"male",227,"blue",5,"chocolate","yes","Not Reported","no",7,1
8599,2019-07-07,"male",114,"black",4,"chocolate","yes","Not Reported","no",4,1
8600,2019-07-07,"male",146,"no preference",3,"vanilla","no","Not Reported","yes",7,0
8601,2019-07-07,"female",291,"black",6,"swirl","yes","<100K","yes",6,1
8602,2019-07-07,"male",164,"blue",3,"swirl","yes","Not Reported","yes",4,1
8603,2019-07-07,"male",322,"white",10,"chocolate","yes",">100K","yes",10,1
8604,2019-07-07,"female",166,"blue",10,"specialty","no","<100K","yes",10,1
8605,2019-07-07,"male",313,"blue",6,"no preference","yes","Not Reported","yes",8,1
8606,2019-07-07,"female",348,"no preference",5,"specialty","no","<100K","yes",5,0
8607,2019-07-07,"female",382,"no preference",3,"specialty","yes","<100K","no",4,0
8608,2019-07-07,"male",240,"silver",1,"vanilla","no","Not Reported","yes",8,1
8609,2019-07-07,"male",195,"silver",4,"chocolate","yes","Not Reported","yes",5,1
8610,2019-07-07,"male",320,"red",9,"vanilla","yes",">100K","yes",9,1
8611,2019-07-07,"female",155,"blue",8,"chocolate","yes","<100K","yes",8,1
8612,2019-07-07,"female",383,"black",4,"vanilla","yes","<100K","yes",4,1
8613,2019-07-07,"male",335,"no preference",1,"no preference","yes",">100K","yes",1,1
8614,2019-07-07,"female",184,"blue",4,"vanilla","yes","<100K","yes",4,1
8615,2019-07-07,"female",128,"red",6,"specialty","no","<100K","yes",6,0
8616,2019-07-07,"female",282,"black",5,"specialty","yes","<100K","yes",7,1
8617,2019-07-07,"female",176,"black",4,"chocolate","yes","<100K","yes",4,1
8618,2019-07-07,"female",264,"red",9,"no preference","yes","<100K","yes",9,1
8619,2019-07-07,"female",381,"silver",5,"swirl","yes","<100K","no",6,1
8620,2019-07-07,"male",175,"white",7,"no preference","no","Not Reported","yes",7,0
8621,2019-07-07,"female",163,"blue",4,"swirl","yes","<100K","yes",4,0
8622,2019-07-07,"female",317,"black",8,"no preference","no","<100K","yes",8,1
8623,2019-07-07,"male",226,"white",0,"vanilla","yes","Not Reported","no",8,1
8624,2019-07-07,"female",163,"silver",5,"specialty","yes","<100K","yes",7,0
8625,2019-07-07,"female",397,"red",4,"specialty","yes","<100K","no",6,1
8626,2019-07-07,"male",272,"white",8,"no preference","yes","Not Reported","no",8,1
8627,2019-07-07,"male",323,"blue",5,"no preference","yes","Not Reported","yes",5,1
8628,2019-07-07,"female",139,"blue",3,"swirl","yes","<100K","yes",3,0
8629,2019-07-07,"male",297,"black",10,"specialty","yes",">100K","yes",10,1
8630,2019-07-07,"male",180,"white",1,"chocolate","yes",">100K","yes",1,1
8631,2019-07-07,"female",149,"red",10,"chocolate","yes","<100K","yes",10,1
8632,2019-07-07,"female",247,"black",2,"specialty","yes","<100K","yes",3,1
8633,2019-07-07,"female",195,"white",8,"no preference","yes","<100K","yes",8,1
8634,2019-07-07,"female",270,"red",8,"chocolate","yes","<100K","yes",8,1
8635,2019-07-07,"female",363,"black",10,"specialty","yes","<100K","no",10,1
8636,2019-07-07,"female",243,"black",0,"chocolate","yes","<100K","yes",1,1
8637,2019-07-07,"male",189,"blue",6,"no preference","yes",">100K","yes",6,0
8638,2019-07-07,"female",208,"silver",6,"chocolate","yes","<100K","yes",6,1
8639,2019-07-07,"male",162,"no preference",4,"swirl","yes","Not Reported","yes",5,0
8640,2019-07-07,"female",244,"silver",9,"swirl","yes","<100K","no",9,1
8641,2019-07-07,"female",395,"red",3,"vanilla","yes","<100K","yes",3,1
8642,2019-07-07,"female",378,"red",6,"swirl","no","<100K","yes",6,1
8643,2019-07-07,"female",167,"white",3,"specialty","no","<100K","yes",8,1
8644,2019-07-07,"male",120,"no preference",1,"specialty","no","Not Reported","yes",8,0
8645,2019-07-07,"female",160,"silver",8,"chocolate","yes","<100K","yes",8,1
8646,2019-07-07,"female",344,"no preference",9,"vanilla","yes","<100K","yes",9,0
8647,2019-07-07,"male",395,"silver",8,"specialty","yes","Not Reported","yes",8,1
8648,2019-07-07,"female",164,"blue",5,"vanilla","yes","<100K","yes",8,1
8649,2019-07-07,"female",116,"no preference",2,"vanilla","yes","<100K","yes",5,0
8650,2019-07-07,"female",167,"silver",3,"specialty","yes","<100K","no",4,1
8651,2019-07-07,"male",277,"blue",5,"specialty","yes",">100K","yes",5,1
8652,2019-07-07,"male",178,"no preference",9,"no preference","no","Not Reported","yes",9,0
8653,2019-07-07,"female",179,"silver",9,"no preference","yes","<100K","no",9,1
8654,2019-07-07,"female",238,"red",1,"vanilla","no","<100K","yes",4,1
8655,2019-07-07,"female",382,"no preference",3,"no preference","no","<100K","yes",4,0
8656,2019-07-07,"female",366,"black",4,"swirl","yes","<100K","no",5,1
8657,2019-07-07,"male",198,"silver",1,"chocolate","yes","Not Reported","no",6,1
8658,2019-07-07,"female",361,"black",8,"chocolate","no","<100K","yes",8,1
8659,2019-07-07,"male",370,"black",5,"no preference","yes","Not Reported","no",6,1
8660,2019-07-07,"male",254,"no preference",0,"swirl","no","Not Reported","yes",6,0
8661,2019-07-07,"female",194,"white",5,"vanilla","yes","<100K","yes",5,1
8662,2019-07-07,"female",244,"blue",2,"specialty","no","<100K","yes",8,1
8663,2019-07-07,"female",329,"red",1,"vanilla","yes","<100K","yes",4,1
8664,2019-07-07,"female",347,"white",3,"vanilla","yes","<100K","no",5,1
8665,2019-07-07,"female",388,"white",1,"swirl","yes","<100K","yes",3,1
8666,2019-07-07,"female",297,"no preference",7,"vanilla","yes","<100K","yes",7,0
8667,2019-07-07,"male",351,"red",4,"chocolate","yes","Not Reported","yes",7,1
8668,2019-07-07,"female",124,"white",2,"vanilla","yes","<100K","yes",2,0
8669,2019-07-07,"female",264,"no preference",1,"swirl","yes","<100K","yes",2,0
8670,2019-07-07,"male",361,"no preference",9,"swirl","no","Not Reported","yes",9,0
8671,2019-07-07,"male",201,"black",4,"swirl","yes",">100K","yes",4,1
8672,2019-07-07,"female",367,"black",10,"chocolate","yes","<100K","no",10,1
8673,2019-07-07,"female",284,"no preference",8,"chocolate","yes","<100K","no",8,0
8674,2019-07-07,"female",333,"silver",1,"specialty","yes","<100K","yes",3,1
8675,2019-07-07,"female",198,"white",10,"chocolate","yes","<100K","yes",10,1
8676,2019-07-07,"female",266,"blue",6,"swirl","yes","<100K","no",6,1
8677,2019-07-07,"male",374,"black",8,"vanilla","yes",">100K","yes",8,1
8678,2019-07-07,"male",130,"black",2,"swirl","yes",">100K","yes",2,0
8679,2019-07-07,"female",128,"silver",5,"swirl","yes","<100K","yes",5,1
8680,2019-07-07,"female",363,"white",5,"no preference","yes","<100K","no",8,1
8681,2019-07-07,"female",121,"no preference",4,"chocolate","yes","<100K","yes",4,0
8682,2019-07-07,"female",316,"blue",10,"chocolate","yes","<100K","yes",10,1
8683,2019-07-07,"male",356,"black",9,"specialty","no","Not Reported","yes",9,1
8684,2019-07-07,"female",311,"no preference",4,"vanilla","no","<100K","yes",6,0
8685,2019-07-07,"female",175,"silver",3,"swirl","yes","<100K","yes",5,1
8686,2019-07-07,"male",348,"white",7,"chocolate","yes","Not Reported","no",8,1
8687,2019-07-07,"male",373,"red",6,"specialty","yes",">100K","yes",6,1
8688,2019-07-07,"male",357,"no preference",4,"specialty","yes","Not Reported","yes",8,0
8689,2019-07-07,"female",292,"white",3,"swirl","yes","<100K","no",6,1
8690,2019-07-07,"male",290,"no preference",9,"swirl","yes",">100K","yes",9,1
8691,2019-07-07,"female",210,"white",10,"swirl","yes","<100K","yes",10,1
8692,2019-07-07,"female",352,"silver",0,"chocolate","yes","<100K","yes",2,1
8693,2019-07-07,"male",171,"red",10,"no preference","yes","Not Reported","yes",10,1
8694,2019-07-07,"male",265,"no preference",0,"chocolate","yes",">100K","yes",1,1
